name,year,headline,company,product,category,subject,publication,medium,format,link
Keep That Wedding Day Complexion,1922,Keep That Wedding Day Complexion,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Soaps'",Ladies' Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4j09wr5g
Kotex: Meets the most exacting needs,1922,Kotex: Meets the most exacting needs,Cellucotton Products Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',Ladies' Home Journal,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44m91w9b
Last Year - And Now,1922,Last Year - And Now,Pepsodent Company,Pepsodent Tooth Paste',Beauty and Hygiene (1911-1956),"Coupons', 'Dental Supplies'",New York American,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4mp4w87s
Moments Which Count,1922,Moments Which Count,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),Soaps',Motion Picture,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4x63br71
No mountains or seashore for him,1922,No mountains or seashore for him,Procter & Gamble Co.,Ivory Soap',Beauty and Hygiene (1911-1956),Soaps',Literary Digest,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4sx64w8z
"Not only French, but Parisian!",1922,"Not only French, but Parisian!",Bourjois,Manon Lescaut face powder',Beauty and Hygiene (1911-1956),"Premiums', 'Rouge'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qb9vt0j
Nothing So Pretty,1922,Nothing So Pretty,Pepsodent Company,Pepsodent Tooth Paste',Beauty and Hygiene (1911-1956),"Children', 'Coupons', 'Dental Supplies'",Metropolitan,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r45m62v3k
Pearls in the Mouth,1922,Pearls in the Mouth,Pepsodent Company,Pepsodent Tooth Paste',Beauty and Hygiene (1911-1956),"Coupons', 'Dental Supplies'",Pictorial Review,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4q815d7j
Pretty Girls Have Always Known the Secret,1922,Pretty Girls Have Always Known the Secret,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Soaps'",Pictorial Review,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4rj49g3c
Shall They Suffer,1922,Shall They Suffer,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Children', 'Premiums', 'Coupons', 'Dental Supplies'",Delineator,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4n873m53
The Complexion that Charms,1922,The Complexion that Charms,Bourjois,Java face powder',Beauty and Hygiene (1911-1956),"Premiums', 'Rouge'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4zw19d63
The Girl Women Envy and Men Admire,1922,The Girl Women Envy and Men Admire,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Premiums', 'Soaps'",Forecast,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r45q4s650
The Happiest Time of Her Life,1922,The Happiest Time of Her Life,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Soaps'",Pictorial Review,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4z60cp29
The face that draws a thousand glances,1922,The face that draws a thousand glances,Bourjois,Manon Lescaut face powder',Beauty and Hygiene (1911-1956),"Premiums', 'Rouge'",,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r43n21213
They Fight Film-They who have pretty teeth,1922,They Fight Film-They who have pretty teeth,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Literary Digest,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4jq0tg8b
This Astounding Beauty Clay Makes a New Skin in 40 Minutes!,1922,This Astounding Beauty Clay Makes a New Skin in 40 Minutes!,Century Chemists,Forty Minute Beauty Clay',Beauty and Hygiene (1911-1956),"Coupons', 'Cosmetics'",Physical Culture,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4dv1d90s
This Beauty Every Girl Can Have,1922,This Beauty Every Girl Can Have,Palmolive Company,Palmolive Soap',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Soaps'",Ladies' Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4d795x8n
This Soothing Clasmic Pack Brings Charming Beauty Without Massaging,1922,This Soothing Clasmic Pack Brings Charming Beauty Without Massaging,"Boncilla Laboratories, Inc.",Boncilla Cosmetics',Beauty and Hygiene (1911-1956),"Coupons', 'Cosmetics'",Shadowland,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4xd0rj58
To Guard Against Emergencies,1922,To Guard Against Emergencies,Cellucotton Products Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',New York World,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4vm43k2c
To Perpetuate Beauty,1922,To Perpetuate Beauty,Dorin of Paris,Rouge and Powder',Beauty and Hygiene (1911-1956),Rouge',Photoplay,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4b56ds0f
"Two destructive forces counteracted by two dental products Dentists say, ""Use Both!""",1922,"Two destructive forces counteracted by two dental products Dentists say, ""Use Both!""",Sanitol Chemical Laboratory Company,Sanitol Tooth Paste and Liquid Antiseptic',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4d50gk2w
Watch the Man,1922,Watch the Man,Pepsodent Company,Pepsodent Tooth Paste',Beauty and Hygiene (1911-1956),"Coupons', 'Dental Supplies'",Cleveland Plain Dealer,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4668959b
We have with us---? Do you recognize this motion picture star?,1922,We have with us---? Do you recognize this motion picture star?,Colgate & Company,"""Colgate's Handy Grip""",Beauty and Hygiene (1911-1956),Shaving Supplies',Motion Picture,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4s757552
Westinghouse Radio Sets Complete and Ready to Ship,1922,Westinghouse Radio Sets Complete and Ready to Ship,Canadian Westinghouse Company Limited,Various',Radio (1922-1956),"Country of Publication', 'Canada', 'Radio', 'Westinghouse'",Saturday Night,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4gf0nc8j
"What Men Should Know About film on teeth, and the modern way to end it",1922,"What Men Should Know About film on teeth, and the modern way to end it",Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",American Magazine,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4g44jc0v
When Nature is Niggardly,1922,When Nature is Niggardly,Bourjois,Java face powder',Beauty and Hygiene (1911-1956),"Premiums', 'Rouge'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4kp7vc7j
When men take the sky-trails,1922,When men take the sky-trails,Procter & Gamble Co.,Ivory Soap',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Soaps'",Designer,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4jd4q91w
While they're still in school teach them the importance of well-kept hair,1922,While they're still in school teach them the importance of well-kept hair,Brown & Sharpe Manufacturing Company,Clippers',Beauty and Hygiene (1911-1956),"Children', 'Premiums', 'Hair Preparations'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4n58d61v
Whiter Teeth They come in this delightful way,1922,Whiter Teeth They come in this delightful way,Pepsodent Company,Pepsodent Tooth Paste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Designer,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4bk17b18
Why Women Smile As they never did before.,1922,Why Women Smile As they never did before.,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Butterick Quarterly,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4pc2tw9r
Women Who Care,1922,Women Who Care,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Coupons', 'Retail', 'Dental Supplies', 'Buck & Rayner'",Chicago Daily Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4fq9qs74
Wonderful Clay Brings New Beauty to Every Skin!,1922,Wonderful Clay Brings New Beauty to Every Skin!,Marguerite Sullivan,Complexion Clay',Beauty and Hygiene (1911-1956),"Coupons', 'Testimonial', 'Cosmetics', 'Various Women'",Physical Culture,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4930pg6b
You dispose of it,1922,You dispose of it,Cellucotton Products Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',Detroit Free Press,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4m61cb9g
"""Ad Ventures"" of the Ivory Heroes",1923,"""Ad Ventures"" of the Ivory Heroes",Procter & Gamble Co.,Ivory Soap',Beauty and Hygiene (1911-1956),"Children', 'Soaps'",St. Nicholas,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4902026d
"""Ad Ventures"" of the Ivory Heroes",1923,"""Ad Ventures"" of the Ivory Heroes",Procter & Gamble Co.,Ivory Soap',Beauty and Hygiene (1911-1956),"Children', 'Soaps'",St. Nicholas,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4dr2pw02
"""How dainty""",1923,"""How dainty""",Procter & Gamble Co.,Guest Ivory Soap',Beauty and Hygiene (1911-1956),Soaps',New York Evening World,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r41g0jf6j
"""If they could always be safe from dirt""",1923,"""If they could always be safe from dirt""",Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),"Children', 'Illustration', 'Painting', 'Soaps'",Ladies' Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4qf8k55s
"""Precious!""",1923,"""Precious!""",Procter & Gamble Co.,Guest Ivory Soap',Beauty and Hygiene (1911-1956),Soaps',New York Evening World,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4ws8j669
$1.00 Will Bring to You -,1923,$1.00 Will Bring to You -,"Youthglo Preparations, Inc.",Youthglo Face Lotion',Beauty and Hygiene (1911-1956),"Coupons', 'Testimonial', 'Cosmetics', 'Florence Walton, celebrated dancer'",Classic,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4wd3qp1j
A Woman Is Only as Old As Her Complexion,1923,A Woman Is Only as Old As Her Complexion,"Boncilla Laboratories, Inc.",Boncilla Cosmetics',Beauty and Hygiene (1911-1956),"Coupons', 'Illustration', 'Painting', 'Cosmetics'",Beauty,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4qz2345f
A most convenient vacation item,1923,A most convenient vacation item,Cellucotton Products Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',Good Housekeeping,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gf0nj4v
Boncilla Beautifier Clasmic Pack,1923,Boncilla Beautifier Clasmic Pack,"Boncilla Laboratories, Inc.",Boncilla Cosmetics',Beauty and Hygiene (1911-1956),"Coupons', 'Testimonial', 'Retail', 'Cosmetics', 'Various'",Beauty,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4pn8z29p
Colgate's Rapid-Shave Cream,1923,Colgate's Rapid-Shave Cream,Colgate & Company,"""Colgate's Rapid-Shave Cream""",Beauty and Hygiene (1911-1956),"Coupons', 'Illustration', 'Painting', 'Shaving Supplies'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4p844g6c
Crowds Breed Contagion,1923,Crowds Breed Contagion,Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4pk07n8d
East Brought West Beauty Reigns Supreme,1923,East Brought West Beauty Reigns Supreme,Eleanor Adair,Patent Ganesh Forehead Strap',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4pz5276p
"Has Your Hair ""Spring Fever""?",1923,"Has Your Hair ""Spring Fever""?",Martha Matilda Harper,Harper Method Mascaro Tonique',Beauty and Hygiene (1911-1956),"Premiums', 'Hair Preparations'",New York Times Magazine,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gq6rn6f
"If You Handle Money, Use Lifebuoy Regularly",1923,"If You Handle Money, Use Lifebuoy Regularly",Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Philadelphia Ledger,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4s757571
Kotex: A Suggestion- buy Kotex before leaving the store,1923,Kotex: A Suggestion- buy Kotex before leaving the store,Cellucotton Products Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',Butterick Quarterly,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4sq8r38s
"Kotex: Kotex completes Milady's toilette, insuring perfect poise",1923,"Kotex: Kotex completes Milady's toilette, insuring perfect poise",Cellucotton Products Company,Sanitary Pads',Beauty and Hygiene (1911-1956),Feminine Hygiene',Ladies' Home Journal,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4833nj4p
Kotex: Women everywhere prefer Kotex,1923,Kotex: Women everywhere prefer Kotex,Cellucotton Products Company,Sanitary napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cv4cb8h
Like Putting a New Battery in a Flashlight,1923,Like Putting a New Battery in a Flashlight,Colgate & Company,"""Colgate's Handy Grip""",Beauty and Hygiene (1911-1956),Shaving Supplies',Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4ng4hc2d
Magic lies in pretty teeth - Remove that film,1923,Magic lies in pretty teeth - Remove that film,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Fashionable Dress,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4d795z26
No Excuse Now For dingy film on teeth,1923,No Excuse Now For dingy film on teeth,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",People's Popular Monthly,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4959cv93
Note the Men,1923,Note the Men,Pepsodent Company,Toothpaste',Beauty and Hygiene (1911-1956),"Premiums', 'Dental Supplies'",Literary Digest,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4st7fj4m
